basic_tfactortx_id;basic_gene_symbol;basic_ensembl_gene_id;basic_hgnc_id;basic_ncbi_gene_id;basic_protein_name;basic_uniprot_id;basic_jaspar_url;basic_open_targets_url;basic_tf_superclass;basic_tf_class;basic_tf_family;sort_disease_ot_ard_aging_sum_rank;sort_disease_ot_ard_aging_overall_rank;sort_disease_ot_total_assoc_score_rank;sort_disease_ot_ard_total_assoc_count_score_rank;sort_aging_summary_total_db_entries_count_rank;sort_dev_summary_dev_level_category;disease_ot_total_assoc_count;disease_ot_total_assoc_score;disease_ot_total_assoc_count_norm;disease_ot_total_assoc_score_norm;disease_ot_lowconf_count;disease_ot_lowconf_score;disease_ot_lowconf_count_norm;disease_ot_lowconf_score_norm;disease_ot_modconf_count;disease_ot_modconf_score;disease_ot_modconf_count_norm;disease_ot_modconf_score_norm;disease_ot_hiconf_count;disease_ot_hiconf_score;disease_ot_hiconf_count_norm;disease_ot_hiconf_score_norm;disease_ot_ard_disease_count;disease_ot_ard_total_score;disease_ot_ard_disease_count_norm;disease_ot_ard_total_score_norm;disease_ot_ard_strongest_linked_disease;disease_age-related hearing impairment;disease_age-related macular degeneration;disease_Alzheimer disease;disease_atherosclerosis;disease_benign prostatic hyperplasia;disease_cancer;disease_chronic obstructive pulmonary disease;disease_heart failure;disease_Ischemic stroke;disease_myocardial infarction;disease_non-alcoholic fatty liver disease;disease_osteoarthritis;disease_Osteoporosis;disease_Parkinson disease;disease_sarcopenia;disease_type 2 diabetes mellitus;aging_summary_total_db_entries_count;aging_summary_total_db_entries_count_norm;aging_summary_human;aging_summary_mm_influence;aging_summary_ce_influence;aging_summary_dm_influence;aging_PMID35343830_ce;aging_PMID35343830_dm;aging_PMID35343830_mm;aging_PMID35343830_human;aging_hagr_genage_human_inclusion;aging_hagr_genage_ce_influence;aging_hagr_genage_dm_influence;aging_hagr_genage_mm_influence;aging_hagr_cellage_effect;aging_hagr_longevitymap_entries;aging_agingreg_human_influence;aging_senequest_total_entries;aging_opengenes_ce_influence;aging_opengenes_dm_influence;aging_opengenes_mm_influence;aging_opengenes_human_longevity_assoc;dev_summary_total_db_entries_count;dev_summary_dev_level_category;dev_summary_dev_level_category_note;dev_pharos_tcrd_tdl;dev_dgidb_all_drugs;dev_dgidb_MOA_drugs;dev_ttd_approved_drugs;dev_chembl_target_id;dev_chembl_target_name;dev_chembl_target_type;dev_chembl_compounds;dev_chembl_activites;dev_chembl_drug_count;dev_chembl_max_phase;dev_chembl_modality_list;dev_chembl_first_approval_min
TFTX_1353;ZNF512B;ENSG00000196700;HGNC:29212;57473;Zinc finger protein 512B;Q96KM6;#N/A;https://platform.opentargets.org/target/ENSG00000196700;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;3143;1299;945;1030;1168;5_None;48;3.47;0.02;0.01;43;1.93;0.02;0.03;5;1.54;0.01;0.01;#N/A;#N/A;#N/A;#N/A;3;0.02;0.19;0.01;Parkinson Disease;#N/A;#N/A;0.004079331;#N/A;#N/A;0.005728488;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.015152774;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1358;ZNF518A;ENSG00000177853;HGNC:29009;9849;Zinc finger protein 518A;Q6AHZ1;#N/A;https://platform.opentargets.org/target/ENSG00000177853;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;2740;1065;946;1356;438;5_None;27;3.46;0.01;0.01;18;0.85;0.01;0.01;9;2.61;0.02;0.02;#N/A;#N/A;#N/A;#N/A;1;0;0.06;0;Alzheimer Disease;#N/A;#N/A;0.003695799;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1167;ZNF208;ENSG00000160321;HGNC:12999;7757;Zinc finger protein 208 (Zinc finger protein 91-like);O43345;#N/A;https://platform.opentargets.org/target/ENSG00000160321;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2539;957;947;424;1168;5_None;67;3.46;0.02;0.01;62;1.86;0.02;0.03;5;1.59;0.01;0.01;#N/A;#N/A;#N/A;#N/A;4;0.23;0.25;0.06;Type 2 Diabetes Mellitus;#N/A;#N/A;#N/A;#N/A;#N/A;0.034012496;0.018478993;#N/A;0.015468559;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.165593555;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0689;PCGF6;ENSG00000156374;HGNC:21156;84108;Polycomb group RING finger protein 6 (Mel18 and Bmi1-like RING finger) (RING finger protein 134);Q9BYE7;#N/A;https://platform.opentargets.org/target/ENSG00000156374;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2662;1024;948;1276;438;5_None;36;3.41;0.01;0.01;29;1.2;0.01;0.02;7;2.22;0.01;0.01;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.00690909;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1124;ZNF12;ENSG00000164631;HGNC:12902;7559;Zinc finger protein 12 (Gonadotropin-inducible ovary transcription repressor 3) (GIOT-3) (Zinc finger protein 325) (Zinc finger protein KOX3);P17014;#N/A;https://platform.opentargets.org/target/ENSG00000164631;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;2619;998;949;1232;438;5_None;25;3.4;0.01;0.01;16;0.25;0.01;0;8;2.45;0.02;0.02;1;0.7;0.01;0.01;2;0.01;0.13;0;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.004496555;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.003695799;1;0.07;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0633;NPAS4;ENSG00000174576;HGNC:18983;266743;Neuronal PAS domain-containing protein 4 (Neuronal PAS4) (Class E basic helix-loop-helix protein 79) (bHLHe79) (HLH-PAS transcription factor NXF) (PAS domain-containing protein 10);Q8IUM7;#N/A;https://platform.opentargets.org/target/ENSG00000174576;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.5 PAS;2118;743;950;730;438;5_None;129;3.4;0.04;0.01;129;3.4;0.05;0.05;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;5;0.08;0.31;0.02;Alzheimer Disease;#N/A;#N/A;0.025907682;#N/A;#N/A;0.024584863;#N/A;#N/A;0.015607858;#N/A;#N/A;#N/A;#N/A;#N/A;0.006652437;0.011806023;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0607;NFYA;ENSG00000001167;HGNC:7804;4800;Nuclear transcription factor Y subunit alpha (CAAT box DNA-binding protein subunit A) (Nuclear transcription factor Y subunit A) (NF-YA);P23511;https://jaspar.elixir.no/search?q=P23511;https://platform.opentargets.org/target/ENSG00000001167;4 Other all-alpha-helical DNA-binding domains;4.2 Heteromeric CCAAT-binding factors;4.2.1 Heteromeric CCAAT-binding;1953;670;951;564;438;5_None;158;3.39;0.05;0.01;157;3.07;0.06;0.04;1;0.33;0;0;#N/A;#N/A;#N/A;#N/A;7;0.14;0.44;0.03;Cancer;#N/A;#N/A;0.043468821;#N/A;0.003695799;0.048157942;0.001478319;0.010348236;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;#N/A;0.029073615;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1554;ZNF778;ENSG00000170100;HGNC:26479;197320;Zinc finger protein 778;Q96MU6;#N/A;https://platform.opentargets.org/target/ENSG00000170100;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;2410;895;952;1020;438;5_None;39;3.39;0.01;0.01;35;2.25;0.01;0.03;4;1.14;0.01;0.01;#N/A;#N/A;#N/A;#N/A;1;0.03;0.06;0.01;Type 2 Diabetes Mellitus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.026018035;1;0.07;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1198;ZNF254;ENSG00000213096;HGNC:13047;9534;Zinc finger protein 254 (Bone marrow zinc finger 5) (BMZF-5) (Hematopoietic cell-derived zinc finger protein 1) (HD-ZNF1) (Zinc finger protein 539) (Zinc finger protein 91-like);O75437;#N/A;https://platform.opentargets.org/target/ENSG00000213096;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;3477;1460;953;1356;1168;5_None;34;3.39;0.01;0.01;25;0.95;0.01;0.01;9;2.44;0.02;0.02;#N/A;#N/A;#N/A;#N/A;2;0;0.13;0;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.002217479;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1243;ZNF326;ENSG00000162664;HGNC:14104;284695;DBIRD complex subunit ZNF326 (Zinc finger protein 326) (Zinc finger protein interacting with mRNPs and DBC1);Q5BKZ1;#N/A;https://platform.opentargets.org/target/ENSG00000162664;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2444;917;954;1052;438;5_None;39;3.39;0.01;0.01;31;0.76;0.01;0.01;8;2.63;0.02;0.02;#N/A;#N/A;#N/A;#N/A;3;0.02;0.19;0.01;Cancer;#N/A;#N/A;0.006774851;#N/A;#N/A;0.013624321;#N/A;#N/A;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0434;IRF9;ENSG00000213928;HGNC:6131;10379;Interferon regulatory factor 9 (IRF-9) (IFN-alpha-responsive transcription factor subunit) (ISGF3 p48 subunit) (Interferon-stimulated gene factor 3 gamma) (ISGF-3 gamma) (Transcriptional regulator ISGF3 subunit gamma);Q00978;https://jaspar.elixir.no/search?q=Q00978;https://platform.opentargets.org/target/ENSG00000213928;3 Helix-turn-helix domains;3.5 Tryptophan cluster factors;3.5.3 IRF;1947;668;955;554;438;5_None;240;3.36;0.08;0.01;239;2.88;0.09;0.04;1;0.48;0;0;#N/A;#N/A;#N/A;#N/A;12;0.14;0.75;0.04;Cancer;#N/A;0.004434958;0.006542179;0.011826555;#N/A;0.065388247;0.002217479;0.001478319;0.004434958;0.002217479;0.003695799;#N/A;0.037150167;0.001478319;#N/A;0.001478319;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0138;DBX1;ENSG00000109851;HGNC:33185;120237;Homeobox protein DBX1 (Developing brain homeobox protein 1);A6NMT0;#N/A;https://platform.opentargets.org/target/ENSG00000109851;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;3268;1379;956;1144;1168;5_None;56;3.36;0.02;0.01;54;2.79;0.02;0.04;2;0.57;0;0;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.013366471;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1540;ZNF763;ENSG00000197054;HGNC:27614;284390;Zinc finger protein 763;Q0D2J5;#N/A;https://platform.opentargets.org/target/ENSG00000197054;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;1590;512;957;195;438;5_None;314;3.36;0.1;0.01;309;2.02;0.12;0.03;5;1.34;0.01;0.01;#N/A;#N/A;#N/A;#N/A;11;0.56;0.69;0.14;Parkinson Disease;#N/A;#N/A;0.219011145;0.002012157;0.001478319;0.086936884;0.016261514;0.001478319;0.001478319;0.002956639;#N/A;#N/A;0.001478319;0.224000958;#N/A;0.007761177;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1624;ZSCAN21;ENSG00000166529;HGNC:13104;7589;Zinc finger and SCAN domain-containing protein 21 (Renal carcinoma antigen NY-REN-21) (Zinc finger protein 38 homolog) (Zfp-38);Q9Y5A6;https://jaspar.elixir.no/search?q=Q9Y5A6;https://platform.opentargets.org/target/ENSG00000166529;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2685;1037;958;1289;438;5_None;88;3.35;0.03;0.01;88;3.35;0.03;0.05;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;0;Parkinson Disease;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.006078973;#N/A;#N/A;1;0.07;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0732;PRDM12;ENSG00000130711;HGNC:13997;59335;PR domain zinc finger protein 12 (EC 2.1.1.-) (PR domain-containing protein 12);Q9H4Q4;#N/A;https://platform.opentargets.org/target/ENSG00000130711;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;2430;907;959;1033;438;5_None;85;3.33;0.03;0.01;82;1.82;0.03;0.02;2;0.68;0;0;1;0.82;0.01;0.01;1;0.02;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.024543798;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1076;ZFP28;ENSG00000196867;HGNC:17801;140612;Zinc finger protein 28 homolog (Zfp-28) (Krueppel-like zinc finger factor X6);Q8NHY6;#N/A;https://platform.opentargets.org/target/ENSG00000196867;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2611;990;960;1469;182;5_None;55;3.31;0.02;0.01;52;2.4;0.02;0.03;3;0.91;0.01;0.01;#N/A;#N/A;#N/A;#N/A;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;0.13;Y;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0867;SP2;ENSG00000167182;HGNC:11207;6668;Transcription factor Sp2;Q02086;https://jaspar.elixir.no/search?q=Q02086;https://platform.opentargets.org/target/ENSG00000167182;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.1 Three-zinc finger Krüppel-related;3034;1235;961;905;1168;5_None;101;3.31;0.03;0.01;95;1.54;0.04;0.02;6;1.77;0.01;0.01;#N/A;#N/A;#N/A;#N/A;7;0.04;0.44;0.01;Cancer;#N/A;#N/A;0.004065378;0.002956639;#N/A;0.013515747;#N/A;#N/A;#N/A;0.003695799;0.007391597;#N/A;#N/A;0.011087396;#N/A;0.002217479;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0136;DACH2;ENSG00000126733;HGNC:16814;117154;Dachshund homolog 2 (Dach2);Q96NX9;#N/A;https://platform.opentargets.org/target/ENSG00000126733;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2503;938;962;1103;438;5_None;46;3.29;0.01;0.01;39;0.7;0.02;0.01;6;2.05;0.01;0.01;1;0.53;0.01;0.01;2;0.02;0.13;0;Cancer;#N/A;#N/A;0.003695799;#N/A;#N/A;0.013489665;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1555;ZNF780A;ENSG00000197782;HGNC:27603;284323;Zinc finger protein 780A;O75290;#N/A;https://platform.opentargets.org/target/ENSG00000197782;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2356;867;963;955;438;5_None;86;3.29;0.03;0.01;86;3.29;0.03;0.04;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;0.04;0.13;0.01;Parkinson Disease;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.033979172;#N/A;#N/A;1;0.07;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0364;HMX1;ENSG00000215612;HGNC:5017;3166;Homeobox protein HMX1 (Homeobox protein H6);Q9NP08;#N/A;https://platform.opentargets.org/target/ENSG00000215612;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;2583;979;964;1181;438;5_None;83;3.28;0.03;0.01;78;0.93;0.03;0.01;3;1.06;0.01;0.01;2;1.28;0.02;0.02;3;0.01;0.19;0;Cancer;#N/A;#N/A;0.002956639;0.002217479;#N/A;0.005913278;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0132;CXXC1;ENSG00000154832;HGNC:24343;30827;CXXC-type zinc finger protein 1 (CpG-binding protein) (PHD finger and CXXC domain-containing protein 1);Q9P0U4;#N/A;https://platform.opentargets.org/target/ENSG00000154832;2 Zinc-coordinating DNA-binding domains;2.6 CXXC zinc finger factors;2.6.1 CpG-binding proteins;1508;471;965;105;438;5_None;59;3.26;0.02;0.01;53;0.88;0.02;0.01;5;1.85;0.01;0.01;1;0.53;0.01;0.01;5;0.82;0.31;0.21;Alzheimer Disease;#N/A;#N/A;0.369579855;#N/A;#N/A;0.076457641;#N/A;0.006652437;#N/A;#N/A;#N/A;#N/A;0.002217479;0.369579855;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0691;PEG3;ENSG00000198300;HGNC:8826;5178;Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24);Q9GZU2;#N/A;https://platform.opentargets.org/target/ENSG00000198300;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;3002;1219;966;868;1168;5_None;150;3.26;0.05;0.01;145;1.97;0.06;0.03;5;1.28;0.01;0.01;#N/A;#N/A;#N/A;#N/A;4;0.05;0.25;0.01;Cancer;#N/A;#N/A;0.007391597;#N/A;#N/A;0.01694831;#N/A;#N/A;#N/A;0.012534917;#N/A;#N/A;#N/A;0.013304875;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
